Compare,Icon,Name,Type,Element,PATK,MATK,PDEF,MDEF,TOTAL,COST,Colo Skill,C. Aid Skill
Compare,,"Tyrant Spear of the Unicorn
一角獣の覇槍",Polearm,,2212,2443,1177,1253,"7085
(Lv120)",19,"Evil Blaze of Assault (IV)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"Ruined Signpost
破滅への道標",Blade,,2574,1966,1300,1251,"7091
(Lv120)",19,"Flames of Assault (IV)
Deal massive physical damage to 1 enemy, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Harp of Purity
純潔の竪琴",Instr.,,2101,2044,1239,1221,"6605
(Lv120)",18,"Holy Knight's Gospel (III)
Increase the physical DEF and magical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Furious Headwinds
憤慨の逆風",Instr.,,2621,2312,1291,1453,"7677
(Lv120)",20,"剣闘士の受難曲/終曲(Ⅲ)
Increase the physical ATK and magical DEF of 1-2 allies by a moderate amount. Increase Skill Effects at 5 Minutes Remaining.","Resurrection (II)
Fixed chance to moderately increase support effects while providing backup. Increased effect when at a disadvantage."
Compare,,"Bow of Spiralling Winds
輪廻の風弓",Ranged,,2224,2668,1377,1398,"7667
(Lv120)",20,"Evil Gale of Defense (IV)
Deal massive magical damage to 1 enemy, and decrease their magical DEF by a small amount.","乾坤一擲/銃撃(弐)
When Attacking, Chance to get a small amount of inochi(lifeforce). ※Increased Power with more Ranged in Main Grid (Small ~ Massive)"
Compare,,"Lure of the Forest Spirit
森の精霊の魅惑",Focus,,2265,2623,1375,1418,"7681
(Lv120)",20,"Sand Boundary (IV)
Deal great magical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Forbidden Plant Study
禁忌の植物学",Tome,,2625,2316,1295,1434,"7670
(Lv120)",20,"破武ノ呪術/死(Ⅲ)
Reduce the physical ATK and magical DEF of 1-2 enemies by a moderate amount. Increase Skill Effects at 5 Minutes Remaining.","Resurrection (II)
Fixed chance to moderately increase support effects while providing backup. Increased effect when at a disadvantage."
Compare,,"Reinhard's Sword
ラインハルトの剣",Blade,,2742,2214,1371,1341,"7668
(Lv120)",20,"Tornado of Leeching (IV)
Deal massive physical damage to 1 enemy, and recover a small amount of own HP.","乾坤一擲/剣戟(弐)
When Attacking, Chance to get a small amount of inochi(lifeforce). ※Increased Power with more Blades in Main Grid (Small ~ Massive)"
Compare,,"Staff of Shells
巻貝の杖",Staff,,2529,2469,1620,1527,"8145
(Lv120)",21,"再生の黎明(Ⅱ)
Heal 2 allies by a moderate amount of HP. Between the Start of Colosseum & 5 Minutes before it ends, Increase Effects.","Recovery Support (III)
Fixed chance to greatly increase HP recovered while healing."
Compare,,"Sacrificial Goat
生贄の山羊",Instr.,,2537,2756,1351,1492,"8136
(Lv120)",21,"妖術師の譚詩曲(Ⅳ)
Increase the magical ATK of 1-3 allies by a massive amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Bewitching Residence
蠱惑の居館",Focus,,2418,2846,1384,1490,"8138
(Lv120)",21,"業焔の纏霊(Ⅲ)
Deal great magical damage to 1-2 enemies. Deal great magical damage to 1-3 enemies instead if Allies Nightmare [警鐘ハ散華ノ火花ヲ呼ブ(The Bell Sounds a Wildfire)] is active.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Den of the Law
巣窟の掟",Tome,,2477,2752,1382,1531,"8142
(Lv120)",21,"厭幽ノ病魔(Ⅳ)
Reduce the magical ATK of 1-3 enemies by a massive amount.","Assistance Support (III)
Fixed chance to greatly increase support effects while providing backup."
Compare,,"Sickle of the Devil
悪鬼の鎌",Polearm,,2256,2842,1512,1529,"8139
(Lv120)",21,"魔絶の波濤(Ⅴ)
Deal great magical damage to 2 enemies.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Poisonous Silver Knife
毒味の銀ナイフ",Blade,,2844,2525,1432,1341,"8142
(Lv120)",21,"崩壊の突風(Ⅴ)
Deal colossal physical damage to 1 enemy.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Iron Hammer of Gluttony
暴食の鉄槌",Hammer,,2411,2359,1181,1153,"7104
(Lv120)",18,"Pounding Wind Blade (III)
Deal great physical damage to 1-2 enemies. Increase Combo Count by +5 when comboing.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Rem's Iron Ball
レムの鉄球",Hammer,,2584,2318,1398,1373,"7673
(Lv120)",20,"Lightning of Assault (IV)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Ram's Spear
ラムの槍",Polearm,,2320,2578,1373,1394,"7665
(Lv120)",20,"Evil Thunder of Assault (IV)
Deal great magical damage to 1-2 enemies, and increase own magical ATK by a small amount.","Dauntless Courage (III)
Fixed chance to greatly increase damage while attacking."
Compare,,"Emilia's Staff
エミリアの杖",Staff,,2318,2428,1416,1518,"7680
(Lv120)",20,"Staff of Assault (IV)
Heal 2 allies by a great amount of HP, and increase their magical ATK by a small amount.","回帰定理(弐)
Fixed chance to moderately increase HP recovered while healing. Increased effect when at a disadvantage."
Compare,,"The Goddess' Trick
女神の悪戯",Tome,,2208,2155,1357,1355,"7075
(Lv120)",19,"Incantation of Submission (III)
Reduce the physical DEF and magical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Sound of the Frozen Organ
凍り付いた風琴の音",Instr.,,2491,2212,1365,1052,"7120
(Lv120)",19,"Champion's Harmony (III)
Increase the physical ATK and physical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Light's Protection
灯明の守護",Hammer,,2560,1970,1304,1255,"7089
(Lv120)",19,"Flame God's Force (III)
Deal great physical damage to 1-2 enemies, and decrease their physical ATK and magical ATK by a small amount.","P.ATK Debuff (II)
Fixed chance to moderately reduce enemy's physical ATK while attacking."
Compare,,"Crossbow of Envy (Kageuchi)
嫉妬ノ十字弩(カゲウチ)",Ranged,,2188,2303,1042,1066,"6599
(Lv120)",18,"Gale of Exorcism (IV)
Deal massive magical damage to 1 enemy.","Mental Focus (II)
Fixed chance to moderately increase own magical ATK while attacking."
Compare,,"King's Dream
王者の夢",Tome,,2405,2264,1279,1147,"7095
(Lv120)",19,"Incantation of Shackles (III)
Reduce the physical ATK and physical DEF of 1-2 enemies by a great amount.","Destroy Weapon (II)
Fixed chance to moderately reduce enemy's physical ATK and magical ATK while providing backup."
Compare,,"Burial Song
葬歌",Blade,,2411,2270,1212,1179,"7072
(Lv120)",19,"Gale of Assault (IV)
Deal massive physical damage to 1 enemy, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Brace Spear of Dependancy
依存の矯正槍",Polearm,,2107,2305,1070,1121,"6603
(Lv120)",18,"Torrent of Exorcism (III)
Deal great magical damage to 1-2 enemies.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Wail of the King Snake
王蛇の慟哭",Instr.,,2212,2443,1151,1300,"7106
(Lv120)",19,"Sage's Gospel (III)
Increase the magical ATK and magical DEF of 1-2 allies by a great amount.","Weapon Repair (II)
Fixed chance to moderately increase one vanguard member's physical ATK and magical ATK while providing backup."
Compare,,"Calamity Staff of Lust (Kageuchi)
色欲ノ渦杖(カゲウチ)",Staff,,2010,2052,1282,1291,"6635
(Lv120)",18,"Staff of Assault (III)
Heal 1-2 allies by a great amount of HP, and increase their magical ATK by a small amount.","Recover M.ATK (II)
Fixed chance to Increase the magical ATK of 1 ally in the vanguard by a moderate amount while healing."
Compare,,"Eternal Crystal
永久凍晶",Focus,,1006,1109,540,573,"3228
(Lv80)",14,"Gale of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","M.ATK Debuff (II)
Fixed chance to moderately reduce enemy's magical ATK while attacking."
Compare,,"Subaru's Diary
スバルの日誌",Tome,,2017,1937,1164,1005,"6123
(Lv120)",18,"Incantation of Demolition (III)
Reduce the physical DEF of 1-2 enemies by a great amount.","Destroy Armor (II)
Fixed chance to slightly reduce enemy's physical DEF and magical DEF while providing backup."
Compare,,"Scars of Invasion
侵略の爪痕",Blade,,2403,2155,1277,1249,"7084
(Lv120)",18,"Flames of Leeching (IV)
Deal massive physical damage to 1 enemy, and recover a small amount of own HP.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Fool's Dead End
愚物の末路",Polearm,,1067,1086,523,547,"3223
(Lv80)",14,"Inferno of Exorcism (II)
Deal moderate magical damage to 1-2 enemies.","Anti-M.DMG Barrier (I)
Fixed chance to slightly increase own magical DEF while attacking."
Compare,,"Flashing Spear of Inquisition
探究の閃光槍",Polearm,,2110,2271,1073,1167,"6621
(Lv120)",20,"Sand Boundary (III)
Deal great magical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Replenish Magic (I)
Fixed chance to slightly reduce SP consumption while executing commands."
Compare,,"Allure of the Underworld
幽冥への誘い",Staff,,2437,2319,1525,1374,"7655
(Lv120)",20,"再生ノ燐光(Ⅱ)
Heal 2 allies by a moderate amount of HP. Increase Skill Effects at 5 Minutes Remaining.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Ancient Butterfly's Dream
古蝶の夢",Focus,,2264,2579,1397,1435,"7675
(Lv120)",20,"陣風の纏魔(Ⅲ)
Deal great magical damage to 1-2 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ風ヲ呼ブ(The Bell Sounds a Storm)] is active.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"A Captive Tale
囚われの物語",Tome,,2371,2620,1435,1259,"7685
(Lv120)",20,"幻鎖ノ呪術(Ⅲ)
Reduce the magical ATK and physical DEF of 1-2 enemies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Scarlet Mermaid
人魚の緋雫",Instr.,,2622,2365,1259,1431,"7677
(Lv120)",20,"The Passion of the Gladiator (III)
Increase the physical ATK and magical DEF of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Goddess' Caress
女神の愛撫",Polearm,,2225,2626,1401,1421,"7673
(Lv120)",20,"Hells of Sorcery (III)
Deal great magical damage to 1-2 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ火花ヲ呼ブ(The Bell Sounds a Wildfire)] is active.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Pitiful Liquid
哀惜のリキッド",Ranged,,2223,2581,1421,1437,"7662
(Lv120)",20,"薄氷の魔壁(Ⅳ)
Deal massive magical damage to 1 enemy, and increase own physical DEF and magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Atrocious Desire
嗜虐の欲求",Hammer,,2626,2217,1419,1417,"7679
(Lv120)",20,"Storm Fang (III)
Deal great physical damage to 1-2 enemies, and increase Power when Allies Nightmare [警鐘ハ散華ノ風ヲ呼ブ(The Bell Sounds a Storm)] is active.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Shortsword of Grief
悲嘆の短剣",Blade,,2581,2258,1417,1415,"7671
(Lv120)",20,"薄氷の防壁(Ⅳ)
Deal massive physical damage to 1 enemy, and increase own physical DEF and magical DEF by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Death Declaration
死の宣告書",Tome,,2412,2519,1055,1126,"7112
(Lv120)",19,"Incantation of Corrosion (III)
Reduce the physical ATK and magical ATK of 1-2 enemies by a great amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Costume Handle of Delusion
虚妄の仮装柄",Hammer,,2450,2269,1258,1124,"7101
(Lv120)",19,"Inferno of Assault (IV)
Deal great physical damage to 1-2 enemies, and increase own physical ATK by a small amount.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Broom Gun of Dependancy
依存の箒銃",Ranged,,1782,2515,1390,1402,"7089
(Lv120)",19,"Evil Ember of Leeching (IV)
Deal massive magical damage to 1 enemy, and recover a small amount of own HP.","Dauntless Courage (II)
Fixed chance to moderately increase damage while attacking."
Compare,,"Glorious Violin of Parvenu
成金の麗提琴",Instr.,,2446,2482,1049,1120,"7097
(Lv120)",19,"Hero's Harmony (III)
Increase the physical ATK and magical ATK of 1-2 allies by a great amount.","Support Boon (II)
Fixed chance to moderately increase support effects while providing backup."
Compare,,"Gift of Tears
贄の涙",Staff,,2267,1965,1463,1414,"7109
(Lv120)",19,"Breath of Assault (IV)
Heal 2 allies by a great amount of HP, and increase their physical ATK by a small amount.","Recovery Support (II)
Fixed chance to moderately increase HP recovered while healing."
Compare,,"Flower of Decadence
廃滅の華",Ranged,,2217,2448,1182,1258,"7105
(Lv120)",19,"Evil Gale of Defense (III)
Deal great magical damage to 1 enemy, and decrease their magical DEF by a small amount.","M.DEF Debuff (II)
Fixed chance to moderately reduce enemy's magical DEF while attacking."
Compare,,"Credulity of the End
妄信の果て",Hammer,,2521,1802,1380,1378,"7081
(Lv120)",19,"Rampart of Heat (III)
Deal great physical damage to 1-2 enemies, and increase own physical DEF and magical DEF by a small amount.","Replenish Magic (II)
Fixed chance to moderately reduce SP consumption while executing commands."
Compare,,"Scythe Flute of Aesthetics
耽美の鎌笛",Instr.,,2308,2003,1228,1067,"6606
(Lv120)",18,"Champion's Harmony (III)
Increase the physical ATK and physical DEF of 1-2 allies by a great amount.","Support Boon (I)
Fixed chance to slightly increase support effects while providing backup."
Compare,,"Treasured Sword of Blessings
祝福ノ宝剣",Blade,,777,777,777,777,"3108
(Lv120)",99,"Torch of Destruction (IV)
Deal massive physical damage to 1 enemy.","P.ATK Support (II)
Fixed chance to moderately increase own physical ATK while attacking."
Compare,,"Afterlife's Bed
来世の寝台",Staff,,2075,2271,1366,1373,"7085
(Lv120)",19,"Staff of Assault (II)
Heal 2 allies by a moderate amount of HP, and increase their magical ATK by a small amount.","Recover P.ATK (II)
Fixed chance to Increase the physical ATK of 1 ally in the vanguard by a moderate amount while healing."
Compare,,"Field Records
草原の記録",Tome,,2166,2211,1364,1362,"7103
(Lv120)",19,"Incantation of Submission (III)
Reduce the physical DEF and magical DEF of 1-2 enemies by a great amount.","Destroy Armor (II)
Fixed chance to slightly reduce enemy's physical DEF and magical DEF while providing backup."
